Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Game
2179,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95,South Park: The Stick of Truth
2180,Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,Ben 10: Alien Force
2181,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.51,0.0,0.17,0.95,SingStar Abba
2182,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95,Cars 2
2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,Wild ARMs
2184,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,Kessen
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel
2186,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95,NCAA Football 2000
2187,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0.0,0.13,0.95,Brutal Legend
2188,Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.4,0.0,0.16,0.95,Skylanders: Spyro's Adventure
2189,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95,Guitar Hero: Metallica
2190,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95,Evolve
2191,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95,WWE SmackDown vs. Raw 2009
2192,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.08,0.95,Army of Two: The 40th Day
2193,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95,Tony Hawk: RIDE
2194,Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0.0,0.08,0.95,Lego Batman 3: Beyond Gotham
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,Wii Play: Motion
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,Killzone
2197,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.5,0.0,0.17,0.94,The Tomb Raider Trilogy
2198,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,Colin McRae Rally 04
2199,Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94,Star Fox 64 3D
2200,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.94,The SpongeBob SquarePants Movie
2201,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94,Rocksmith 2014
2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0.0,0.06,0.94,Midway Presents Arcade's Greatest Hits: The Atari Collection 1
2203,Cars,Wii,2006,Racing,THQ,0.83,0.04,0.0,0.07,0.94,Cars
2204,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,Assassin's Creed III
2205,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,Castlevania: Lament of Innocence
2206,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94,Mario Tennis Open
2207,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94,The Witcher 2: Assassins of Kings
2208,Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,Bayonetta
2209,Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,Destroy All Humans!
2210,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94,MVP Baseball 2005
2211,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,SaGa Frontier 2
2212,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,NCAA Football 10
2213,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94,MLB 2000
2214,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94,The Legend of Zelda: Twilight Princess HD
2215,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,Bully
2216,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,Prince of Persia: The Sands of Time
2217,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,Phantasy Star Portable
2218,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.94,Hot Shots Golf Fore!
2219,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,MLB 06: The Show
2220,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,NHL 2003
2221,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,Operation Flashpoint: Dragon Rising
2222,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93,Nickelodeon Fit
2223,Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93,Buzz! Quiz World
2224,Bentley's Hackpack,GBA,2005,Misc,Unknown,0.67,0.25,0.0,0.02,0.93,Bentley's Hackpack
2225,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93,Tony Hawk's Pro Skater 4
2226,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,Borderlands 2
2227,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93,EA Sports Grand Slam Tennis
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,White Knight Chronicles: International Edition
2229,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93,SSX
2230,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93,Sonic Riders: Zero Gravity
2231,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0.0,0.15,0.93,LEGO Jurassic World
2232,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,Build-A-Bear Workshop
2233,Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0.0,0.02,0.93,Crash City Mayhem
2234,Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93,Spider-Man
2235,Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,Mega Man 4
2236,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93,Castlevania II: Simon's Quest
2237,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93,Toy Story 2: Buzz Lightyear to the Rescue!
2238,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.93,Teenage Mutant Ninja Turtles
2239,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,MLB 07: The Show
2240,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0.0,0.08,0.93,Skylanders: Trap Team
2241,Cars,GC,2006,Racing,THQ,0.72,0.19,0.0,0.03,0.93,Cars
2242,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,Brothers in Arms: Hell's Highway
2243,Inazuma Eleven 3,DS,2010,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,Inazuma Eleven 3
2244,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93,Pokken Tournament
2245,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93,SnoCross Championship Racing
2246,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,Teenage Mutant Ninja Turtles
2247,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,Top Gun: Combat Zones
2248,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92,Blue Dragon
2249,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,007: The World is not Enough
2250,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,NCAA Football 11
2251,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.92,NHL 98
2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1,0.92,FIFA Street
2253,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,EA Sports Active 2
2254,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.0,0.16,0.92,SpongeBob SquarePants: The Yellow Avenger
2255,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,WWE SmackDown vs. Raw 2009
2256,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,Dante's Inferno
2257,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0.0,0.0,0.05,0.92,Wipeout: In The Zone
2258,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92,Space Jam
2259,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.92,Kung Fu Panda
2260,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92,Knockout Kings 2000
2261,Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,Balloon Fight
2262,Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,Assassin's Creed
2263,Disney Magical World,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92,Disney Magical World
2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92,Crysis 3
2265,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0.0,0.15,0.92,Lego Batman 3: Beyond Gotham
2266,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92,Dynasty Warriors 7
2267,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92,The Evil Within
2268,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,MLB 12: The Show
2269,Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,Sonic Riders
2270,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,Starsky & Hutch
2271,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,Tobal No.1
2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92,Lost Odyssey
2273,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0.0,0.17,0.92,MLB 15: The Show
2274,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92,Operation Flashpoint: Dragon Rising
2275,Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91,Homefront
2276,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0.0,0.0,0.07,0.91,AMF Bowling Pinbusters!
2277,Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.91,Street Hoops
2278,Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91,Avatar: The Game
2279,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91,Harvest Moon 3D: A New Beginning
2280,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,Tom Clancy's EndWar
2281,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,Knockout Kings 2002
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,Tokyo Xtreme Racer 3
2283,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.91,LEGO Indiana Jones 2: The Adventure Continues
2284,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,Colin McRae Rally 2.0
2285,Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0.0,0.01,0.91,Glover
2286,MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.26,0.0,0.12,0.91,MX vs. ATV Reflex
2287,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0.0,0.08,0.91,Minecraft: Story Mode
2288,Namco Museum,XB,2007,Misc,Unknown,0.77,0.11,0.0,0.04,0.91,Namco Museum
2289,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91,Marvel: Ultimate Alliance 2
2290,Call of Duty: World at War,DS,2008,Shooter,Activision,0.57,0.26,0.0,0.08,0.91,Call of Duty: World at War
2291,Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0.0,0.0,0.91,0.0,0.91,Super Momotarou Dentetsu III
2292,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,Sonic Mega Collection Plus
2293,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.91,DJ Hero
2294,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,Dragon Age: Inquisition
2295,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91,The Simpsons Game
2296,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,Tiger Woods PGA Tour 2002
2297,Rhythm Heaven,Wii,2007,Misc,Unknown,0.13,0.0,0.77,0.01,0.9,Rhythm Heaven
2298,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0.0,0.0,0.9,0.0,0.9,Mini-Yonku Shining Scorpion: Let's & Go!!
2299,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,MLB 2005
2300,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9,SOCOM 4: U.S. Navy SEALs
2301,Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,Burnout Revenge
2302,Buzz! Quiz TV,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0.0,0.14,0.9,Buzz! Quiz TV
2303,We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9,We Ski & Snowboard
2304,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9,Destruction Derby
2305,TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9,TouchMaster 2
2306,Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9,Crysis 3
2307,3Xtreme,PS,1999,Action,989 Studios,0.5,0.34,0.0,0.06,0.9,3Xtreme
2308,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,Hot Shots Tennis
2309,Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,Sonic Heroes
2310,Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9,Resistance: Retribution
2311,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9,Tiger Woods PGA Tour 12: The Masters
2312,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.9,Star Wars: The Force Unleashed
2313,Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,Madden NFL 99
2314,Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,Spider-Man 3
2315,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,James Bond 007: Agent Under Fire
2316,Samba De Amigo,Wii,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9,Samba De Amigo
2317,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9,The Elder Scrolls Online
2318,Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.9,Pure
2319,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9,FIFA Soccer 09 All-Play
2320,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.9,Fossil Fighters
2321,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9,LittleBigPlanet Karting
2322,X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,X-Men Legends
2323,NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,NBA Live 2005
2324,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,Harry Potter: Quidditch World Cup
2325,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0.0,0.06,0.9,The Biggest Loser: Ultimate Workout
2326,Madagascar,GBA,2005,Platform,Activision,0.62,0.24,0.0,0.03,0.89,Madagascar
2327,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89,Call of Juarez: Bound in Blood
2328,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89,Killzone: Liberation
2329,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89,Madden NFL 08
2330,Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,Blitz: The League
2331,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89,LEGO Jurassic World
2332,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,Castlevania: Circle of the Moon
2333,Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89,Sonic Chronicles: The Dark Brotherhood
2334,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,Tiger Woods PGA Tour 06
2335,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,Classic NES Series: The Legend of Zelda
2336,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0.0,0.1,0.89,The Jak and Daxter Collection
2337,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,Fire Emblem: The Sacred Stones
2338,Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,Pokemon Card GB2: Here Comes Team GR!
2339,Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89,Finding Nemo
2340,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89,CSI: Hard Evidence
2341,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,Ace Combat 2
2342,F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,F1 2009
2343,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89,NFL 2K2
2344,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89,EA Sports UFC 2
2345,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89,Dissidia 012: Duodecim Final Fantasy
2346,LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,LEGO Marvel Super Heroes
2347,F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89,F1 2010
2348,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89,Monster 4X4: World Circuit
2349,Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,Call of Duty: Modern Warfare 2
2350,Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,Wii Fit U
2351,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,Kingdoms of Amalur: Reckoning
2352,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89,Call of Duty: Modern Warfare 3
2353,MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,MLB 2001
2354,SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89,SingStar Anthems
2355,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89,Seiken Densetsu 3
2356,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,Mega Man 8 Anniversary Collector's Edition
2357,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0.0,0.08,0.88,WWE SmackDown vs. Raw 2011
2358,Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88,Sleeping Dogs
2359,Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,Grand Theft Auto IV
2360,Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0.0,0.82,0.0,0.06,0.88,Peppa Pig: The Game
2361,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.88,Michael Jackson: The Experience
2362,Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0.0,0.08,0.88,Ghostbusters: The Video Game
2363,Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.1,0.0,0.06,0.88,Rock Band 3
2364,Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,Resident Evil: Revelations
2365,NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,NBA 2K6
2366,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,Buzz! The Mega Quiz
2367,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88,Endless Ocean: Blue World
2368,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88,Star Wars: Rebel Assault II - The Hidden Empire
2369,Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,Just Cause 3
2370,Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88,Metal Gear Ac!d
2371,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,Cooking Mama: World Kitchen
2372,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,Tekken Tag Tournament 2
2373,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,ESPN NHL 2K5
2374,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,GRID
2375,Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,Phantasy Star Portable 2
2376,Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,Crimson Skies: High Road to Revenge
2377,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,Spec Ops: Ranger Elite
2378,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,Gex
2379,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87,NBA 2K14
2380,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,DiRT
2381,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87,Derby Stallion II
2382,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87,Gold's Gym: Dance Workout
2383,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,Red Faction: Guerrilla
2384,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,Tom Clancy's Ghost Recon: Island Thunder
2385,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,Mercenaries 2: World in Flames
2386,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,Need for Speed: V-Rally
2387,Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,Kingdom Hearts Re: Chain of Memories
2388,Pictionary,Wii,2010,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87,Pictionary
2389,NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,NCAA Football 13
2390,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,Kingdoms of Amalur: Reckoning
